Date;Pdc A [W];Pdc B [W];Pdc [W];Udc A [V];Udc B [V];Pac 1 [W];Pac 2 [W];Pac 3 [W];Pac [W];Uac 1 [V];Uac 2 [V];Uac 3 [V];Temp [°C];Temp2 [°C];Temp bat [°C];Pbat [W];Ubat [V];SOC [%];SOC targ [%];Pload [W];Pgrid feed [W];Pgrid load [W];Pgrid [W];Pext [W]
27.03.2024 05:00;5.6E-45;5.6E-45;1.1E-44;32.179382;25.792213;44.07077;43.952267;44.012203;132.03525;236.64992;236.23285;236.71922;22.710962;23.12686;20.5;144.59613;397.87292;72.23659;97.0;132.32375;0.30557275;0.63761914;0.3320464;0.0
27.03.2024 05:05;5.6E-45;5.6E-45;1.1E-44;31.92251;25.531599;47.272038;47.169956;47.230515;141.67252;235.43495;235.28139;235.49213;22.680183;23.061508;20.5;150.89903;397.94922;72.086876;97.0;140.79005;0.975866;0.35017487;-0.6256912;0.0
27.03.2024 05:10;5.6E-45;5.6E-45;1.1E-44;32.01353;25.533405;47.157307;47.036236;47.109306;141.30286;235.51616;235.25136;235.67326;22.669916;23.031273;20.491667;150.88412;397.94922;71.93885;97.0;141.84834;0.265996;0.88067174;0.61467576;0.0
27.03.2024 05:15;5.6E-45;5.6E-45;1.1E-44;32.925755;26.195156;47.742508;47.629963;47.724037;143.0965;235.70041;235.33437;235.91164;22.6545;23.000988;20.491667;152.3802;397.94922;71.78849;97.0;143.86134;0.2481966;0.8878811;0.6396845;0.0
27.03.2024 05:20;5.6E-45;5.6E-45;1.1E-44;35.83707;28.625212;45.86991;45.75692;45.845627;137.47246;235.98619;235.81555;236.26872;22.64936;23.006039;20.483334;148.24858;398.1018;71.64183;97.0;138.31873;0.10109125;1.067451;0.96635973;0.0
27.03.2024 05:25;5.6E-45;5.6E-45;1.1E-44;42.286274;34.130714;46.287834;46.2121;46.29987;138.7998;235.57523;235.35628;235.91747;22.64936;22.98583;20.483334;149.38803;398.06366;71.49493;97.0;139.70932;0.21329744;1.3879396;1.1746421;0.0
27.03.2024 05:30;5.6E-45;5.6E-45;1.1E-44;58.026226;47.35118;46.665627;46.544563;46.610706;139.82089;235.43246;235.29308;235.76196;22.63393;22.990885;20.475;149.58105;397.94922;71.34752;97.0;139.31812;0.9024336;0.29153022;-0.6109034;0.0
27.03.2024 05:35;5.6E-45;5.6E-45;1.1E-44;90.24229;75.748215;46.487724;46.308548;46.357594;139.15387;235.36987;235.00061;235.83298;22.623634;22.975721;20.483334;148.75694;397.98737;71.201065;97.0;137.84491;1.0884391;0.27329674;-0.8151424;0.0
27.03.2024 05:40;5.6E-45;5.6E-45;1.1E-44;138.11996;122.52338;46.880066;46.773678;46.855797;140.50955;235.0671;235.04803;235.45279;22.623634;22.955479;20.475002;150.01009;398.0255;71.05337;97.0;140.21146;0.6974487;0.46649447;-0.2309542;0.0
27.03.2024 05:45;5.6E-45;7.2810357E-4;7.2810357E-4;170.47118;157.78638;46.5881;46.46328;46.53404;139.58542;235.36487;235.3005;235.45865;22.618484;22.955479;20.466667;149.77106;398.06366;70.90549;97.0;139.86609;0.460008;0.76990885;0.30990085;0.0
27.03.2024 05:50;1.7884477E-4;7.5032166E-4;9.2916645E-4;252.95055;163.52257;45.19305;45.14322;45.271275;135.60754;235.07158;234.8235;235.1302;22.644215;22.975721;20.466665;147.00214;398.0255;70.76103;97.0;136.44156;0.41009292;0.6482723;0.23817936;0.0
27.03.2024 05:55;0.010331888;0.020325808;0.030657696;259.12445;184.33185;45.21794;45.11487;45.18649;135.5193;234.67148;234.26512;234.881;22.64936;22.99594;20.45;145.77852;398.0255;70.619194;97.0;135.52266;0.680321;0.44777247;-0.2325485;0.0
27.03.2024 06:00;0.009030859;0.007130476;0.016161336;205.16925;245.18373;41.233658;41.129753;41.223824;123.587234;237.73647;237.13017;237.67819;22.664776;23.041359;20.441666;134.11581;398.1018;70.48826;97.0;124.07781;0.31238034;0.65889525;0.3465149;0.0
27.03.2024 06:05;0.051135194;0.052304838;0.10344003;203.58499;206.78482;339.40503;339.3248;339.42737;1018.1572;237.9734;236.81377;238.10924;22.950417;23.301725;20.441666;1046.3381;394.3634;69.58376;97.0;1018.84845;0.4934043;0.45907173;-0.034332573;0.0
27.03.2024 06:10;1.7516179;1.8020557;3.5536737;284.642;309.2922;362.7181;362.65796;362.74826;1088.1244;237.00154;235.99965;237.38153;23.10175;23.425674;20.475;1107.4198;393.7149;68.62252;97.0;1087.8821;0.48711818;0.36063126;-0.12648693;0.0
